prompt_tweet_id,prompt_tweet,response_tweet_id,response_tweet
1404923705587871748,"Today we passed a grim milestone: 600,000 lives lost from COVID-19. My heart goes out to all those who’ve lost a loved one. I know that black hole that seems to consume you, but a time will come when their memory brings a smile to your lips before it brings a tear to your eyes.",1405171981457231874,This country should not be overstretched by the federal government.
1405213789214199810,"Tune in as I hold a press conference from Geneva, Switzerland. https://t.co/xGEX3PCKsU",1405276076918509569,"Fellow Republican Senators Rand Paul, Ted Cruz, and Lindsey Graham, along with all of the other Republican senators who have been working on immigration reform, have been calling for a vote on this issue for years."
1405572332027101189,The fact that projected economic growth is near a 40-year high isn’t an accident — it’s because our plans are working.,1405572992785059842,I'm not worried about the Republican Party losing the White House or losing the Senate or even the House of Representatives.
1405597716244275201,"A year ago, more than 1.5 million Americans filed initial unemployment insurance claims. Last week, that number was 376,000. That’s more than just an economy on the rise — those are lives back on track after an unprecedented crisis. That’s our economic plan at work.",1405600811334393859,We can't stop the economy from spiraling out of control. We need a new political leader that wants to solve our problems.
1405612508350722058,Tune in as I sign the Juneteenth National Independence Day Act into law. https://t.co/Xq8AYa76if,1405614527559966721,He needs to realize that his actions are hurting the American people. He needs to realize that his actions are harming the American people.
1405633851452493826,"Today marks six years since a white supremacist took nine precious lives at Mother Emanuel in an act of domestic terrorism. 
 
We must honor their lives with action, including reducing gun violence and addressing domestic terrorism.",1405635371145351176,"We must honor their lives with action, including reducing gun violence and addressing domestic terrorism."
1405621303256698880,Juneteenth is officially a federal holiday.,1405638218503147525,This is a very good time to take out all the garbage that has come out of the GOP because once it's gone there will be nothing left to do.
1405643629843058702,"We cannot rest until the promise of equality is fulfilled — for every one of us, in every corner of this nation.
 
That is the meaning of Juneteenth.",1405644901384065027,I was born into a family of men and women who worked hard and who loved their country.
1405551328877744129,"A big win for the American people. 

There’s no better day than today to sign up for quality, affordable health care at https://t.co/gRX1fGFEzj.

With millions of people relying on the Affordable Care Act for coverage, it remains, as ever, a BFD. And it’s here to stay. https://t.co/5GPl9aR8uB",1405647048972640259,S. will see a huge rise in the number of Americans who are uninsured.
1405537738355470337,"That’s progress, folks. https://t.co/rt3jVqY845",1405653559207731200,Because this is not true… I'm not a conservative. I'm not a libertarian. I'm not a Christian. I'm not a Muslim. I'm not a Native American. I'm not a white male.
1405663756013670402,"Today, I had the honor of signing a bill to officially make Juneteenth a federal holiday. With this important step, all Americans can feel the power of the day, learn from our history, celebrate our progress, and grapple with the distance we still have to travel. https://t.co/UN5WgCiAy2",1405665593097867265,"I will not be allowing anyone to get to my house, home, or business. I will not be allowing anyone to bring in a car."
1405670037160087552,Today I signed the Juneteenth National Independence Day Act into law. https://t.co/Yt2zeRTzs0,1405677432972222464,"If you're going to take this all up, you're going to have to watch the following videos."
1405686320618524672,I was honored to welcome Miss Opal Lee to the White House today. A daughter of Texas. And the grandmother of the movement to make Juneteenth a federal holiday. https://t.co/pl3tFSxGds,1405692094056996865,The Republican Party's plan for America will take away our free speech rights and make it impossible for women to get a fair shot at voting.
